timestamp,estimated_lat,estimated_lon,estimated_heading,position_uncertainty,gnss_available
2026-09-11 12:00:00+00:00,6.524383382661574,3.3792059973065043,0.02239584680572545,4.419662370091264,True
2026-09-11 12:00:01+00:00,6.524453739176044,3.3792060167424824,0.5975113899886723,4.09875637876031,True
2026-09-11 12:00:02+00:00,6.524524529507637,3.379206815208122,1.2284163500858594,4.190566784499915,True
2026-09-11 12:00:03+00:00,6.5245957846853395,3.379208497524202,1.8663219605376058,4.248588396414864,True
2026-09-11 12:00:04+00:00,6.52466738039449,3.3792111126777673,2.5784199508014156,4.216489338437178,True
2026-09-11 12:00:05+00:00,6.524739154999312,3.3792147361558373,3.301975253821597,4.141481589635004,True
2026-09-11 12:00:06+00:00,6.524810985374853,3.379218827511335,4.017690719732594,5.100319111857193,False
2026-09-11 12:00:07+00:00,6.524882760725102,3.379223796609956,4.7268628306659854,6.191416811756276,False
2026-09-11 12:00:08+00:00,6.524954473854024,3.379229595374521,5.476277393866715,7.385112459508093,False
2026-09-11 12:00:09+00:00,6.525026109761509,3.3791794059487517,6.211050229180643,8.664434184158342,False
2026-09-11 12:00:10+00:00,6.525097663387668,3.3791869155327157,6.979181921746555,10.019169332344847,False
2026-09-11 12:00:11+00:00,6.525169118280849,3.379195308097668,7.7277373222180445,11.442841983797372,False
2026-09-11 12:00:12+00:00,6.525240471501738,3.3792045175594976,8.506113017156078,12.930933082130881,False
2026-09-11 12:00:13+00:00,6.525311704838122,3.3792146064655024,9.262541331851171,14.480154067308828,False
2026-09-11 12:00:14+00:00,6.5253896826550335,3.379263329171423,12.673655751049541,5.966400860859513,True
2026-09-11 12:00:15+00:00,6.525461584417417,3.3792544733932792,15.591915696000271,4.767407564914753,True
2026-09-11 12:00:16+00:00,6.525533647540696,3.3792487772606483,18.52440436234637,4.257376302457193,True
2026-09-11 12:00:17+00:00,6.525606396493089,3.3792471671316635,21.547597721367854,4.022517508176591,True
2026-09-11 12:00:18+00:00,6.5256800594286375,3.379250110558756,24.728892911604632,3.9226855738770303,True
2026-09-11 12:00:19+00:00,6.525754446874381,3.379257835621707,27.959979089547865,3.8849242704500133,True
